CODICE ESERCIZIO,tipo,provincia,comune,categoria,tipologia,denominazione,localita,frazione,indirizzo,cap,telefono,cellulare,fax,email,sito,n_camere,n_posti_letto,n_bagni,periodo_apertura,varie_centro_abitato,varie_zona_aereoporto,varie_zona_stazione_ff_ss,varie_in_campagna,varie_sul_mare,varie_sul_lago,varie_sul_fiume,varie_zona_imp_risalita,varie_interesse_storico,varie_villa,varie_castello,accessibile,ascensore,ristorante,ristorante_convenzionato,ristorante_vegetariano,tavola_calda,bar,giochi_bambini,sala_lettura,sala_tv,sala_tv_comune,parco_giardino,animali_domestici,servizio_congressi,servizio_congressi_min,servizio_congressi_max,accettazione_gruppi,accesso_mezzi_pubblici,accesso_mezzi_privati,parcheggio_non_custodito,garage,trasporto_clienti,pulizia_calzature,lavatura_stiratura,baby_sitting,altri_impianti_servizi,custodia_valori_cassaforte,custodia_val_cassetta_sicur,vasca_idromassaggio,doccia_idromassaggio,doccia_sauna,sauna_privata,palestra,impianti_termali,centro_benessere,spiaggia_riservata,discoteca,postazioni_internet,tv_satellitare,aria_condizionata,lingua_inglese,lingua_francese,lingua_spagnola,lingua_tedesca,altre_lingue,tennis,piscina_coperta,piscina_scoperta,golf,equitazione,vela,windsurf,sub,ricarica_bombole_sub,sci_nautico,sci_montano,ormeggio,altri_impianti_sportivi,american_express,carta_si,diners,eurocard_mastercard,jcb,visa,bancomat_pos,cirrus,maestro,altre_carte_credito
3660,Alberghi,PORDENONE,PORCIA,3 Stelle ***,Casa principale,PURLILIUM,-,TALPONEDO,"VIA BAGNADOR, 5",33080,0434 923248,-,0434 591228,info@hotelpurlilium.it,http://www.hotelpurlilium.it,4,10,4,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,SI,NO,ACCESSIBILE AI DIVERSAMENTE ABILI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
3661,Alberghi,PORDENONE,PORCIA,2 Stelle **,Dipendenza,PURLILIUM (DIPENDENZA),-,TALPONEDO,"VIA BAGNADOR, 5",33080,0434 923248,-,0434 591228,info@hotelpurlilium.it,http://www.hotelpurlilium.it,22,24,22,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,SI,NO,ACCESSIBILE AI DIVERSAMENTE ABILI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
3700,Alberghi,PORDENONE,FIUME VENETO,3 Stelle ***,Casa principale,EX-L,-,-,"PIAZZA MARCONI, 34",33080,0434 561785,339 8421250,0434 959704,info@ex-l.it,http://www.ex-l.it,8,25,8,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,Non accessibile,SI,SI,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,4,30,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,SI,ARABO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,SI,SI,NO,SI,SI,NO,SI,-
3880,Residenze turistico-alberghiere,UDINE,PALAZZOLO DELLO STELLA,3 Stelle ***,Casa principale,IL MILIONE COUNTRY HOUSE,-,-,"VIA CASALI ISOLA, 9",33056,0431 589745,-,0431 587732,info@casaleilmilione.it,http://www.casaleilmilione.it,11,25,11,01.I - 31.XII,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,NO,0,0,NO,NO,SI,SI,NO,SI,NO,NO,NO,Accessibilità ai diversamente abili,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
4020,Alberghi,TRIESTE,TRIESTE,4 Stelle ****,Casa principale,URBAN HOTEL DESIGN,-,-,"ANDRONA CHIUSA, 4",34121,040 302065,335 5914140,040 307223,info@urbanhotel.it,http://www.urbanhotel.it,40,80,40,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,NO,SI,NO,NO,SI,NO,NO,SI,NO,NO,SI,SI,20,60,SI,NO,NO,NO,SI,NO,SI,SI,SI,"SERVIZIO GARAGE, INTERNET IN TUTTE LE CAMERE, WI-FI PIANO,AUTORIMESSATERRA, VIDEO ON DEMAND",SI,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,OLANDESE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
33120,Alberghi,UDINE,NIMIS,2 Stelle **,Casa principale,AL PARADISO,-,TORLANO,"VIA XXV AGOSTO, 37",33045,0432 790350,340 8016433,0432 878349,info@alparadiso.eu,http://www.alparadiso.eu,7,19,7,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,SI,NO,SI,SI,NO,SI,-
33200,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle superior ****,Casa principale,ITALIA PALACE,SABBIADORO,-,"VIALE ITALIA, 7",33054,0431 71185,-,0431 70133,info@hotelitaliapalace.it,http://www.hotelitaliapalace.it,62,130,62,27.III - 06.X,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,Non censito,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,NO,SI,SI,1,40,SI,NO,SI,SI,SI,NO,SI,SI,NO,-,SI,SI,SI,NO,NO,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
33260,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,ADRIA,SABBIADORO,-,"VIALE DEL BOSCO, 16",33054,0431 724024,-,0431 724659,info@adrialignano.it,http://www.adrialignano.it,42,111,42,01.IV - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,SI,NO,NO,SI,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BICICLETTE DISPONIBILI,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
33281,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,BELLINI,SABBIADORO,-,"VIA ADRIATICA, 50",33054,0431 722076,-,0431 724936,info@hotelbellini.eu,http://www.hotelbellini.eu,30,60,30,01.I - 31.XII,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non censito,SI,SI,SI,SI,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,SI,NO,NO,NO,SI,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BICICLETTE,NO,SI,NO,SI,SI,SI,SI,SI,SI,-
33341,Alberghi,UDINE,MALBORGHETTO VALBRUNA,1 Stella *,Casa principale,LA BAITA (DIPENDENZA),-,-,"VIA DEL FORTE, 4a",33010,0428 41959,-,0428 660442,hotel-labaita@libero.it,http://www.hotel-labaita.com,6,18,6,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PIZZERIA  CONNESSIONE WIRELESS,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
33461,Alberghi,UDINE,TARVISIO,3 Stelle ***,Dipendenza,EDELHOF (DIPENDENZA),-,-,"VIA A.DIAZ, 13",33018,0428 40081,-,0428 644353,info@hoteledelhof.it,http://www.hoteledelhof.it,2,8,2,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,Non censito,SI,NO,NO,NO,NO,SI,SI,NO,NO,SI,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
33620,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,CRISTALLO,SABBIADORO,-,"VIA TIROLO, 2",33054,0431 724111,-,0431 723241,info@hotelcristallolignano.it,http://www.hotelcristallolignano.it,42,113,42,01.IV - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,SI,NO,0,0,SI,NO,NO,SI,SI,NO,NO,SI,NO,-,SI,NO,SI,NO,SI,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,NO,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
33640,Alberghi,PORDENONE,ERTO E CASSO,2 Stelle **,Casa principale,HOTEL ERTO,-,-,"PIAZZALE DEL RITORNO, 1",33080,0427 879153,-,0427 879935,info@hotelerto.com,http://www.hotelerto.com,9,30,9,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,SI,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,5,20,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
33800,Alberghi,GORIZIA,SAVOGNA D'ISONZO,3 Stelle ***,Casa principale,LOKANDA DEVETAK,BREZICI,SAN MICHELE DEL CARSO,"S. MICHELE DEL CARSO, 22",34070,0481 882756 - 882488,-,0481 882964,info@devetak.com,http://www.devetak.com,8,20,8,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,NO,0,0,SI,SI,SI,NO,NO,SI,NO,NO,NO,"CAMERE CON DOCCIA BAGNO TURCO, PHON",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,SI,SLOVENO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
34460,Alberghi,UDINE,AMPEZZO,2 Stelle **,Casa principale,DAL CORTESAN,-,-,"VIA NAZIONALE, 170",33021,0433 811090,335 6745168,0433 811090,dalcortesan@alice.it,,8,16,10,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,NO,NO,SI,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,ARABO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
34560,Alberghi,GORIZIA,STARANZANO,1 Stella *,Casa principale,LA CARAVELLA,-,-,"VIA VI Giugno, 23",34079,0481 710804,340 4846773,0481 710804,lacaravella.m.g@libero.it,http://www.lacaravella.eu,24,38,14,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,SI,SI,NO,SI,-
35020,Alberghi,PORDENONE,PASIANO DI PORDENONE,3 Stelle ***,Casa principale,IL CECCHINI,-,CECCHINI DI PASIANO,"VIA S.ANTONIO, 9",33087,0434 610668,-,0434 610668,info@ilcecchini.it,http://www.newhotelpn.com,30,58,30,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,0,0,SI,NO,SI,SI,SI,SI,SI,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
35060,Alberghi,UDINE,TARVISIO,3 Stelle ***,Casa principale,ALBERGO TRIESTE,TARVISIO BASSO,-,"VIA DANTE, 62-66",33018,0428 2214,-,0428 2669,info@albergotrieste.org,http://www.albergotrieste.org,24,56,24,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,0,0,SI,NO,SI,SI,NO,SI,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
35080,Alberghi,UDINE,SUTRIO,2 Stelle **,Casa principale,AL COCUL,MONTE ZONCOLAN,-,-,33020,0433 775233,-,0433 775233,,,11,25,10,01.I - 31.XII,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,Non censito,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,NO,NO,SI,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,SI,NO,NO,-
35081,Alberghi,UDINE,SUTRIO,3 Stelle ***,Casa principale,HOTEL ENZO MORO,MONTE ZONCOLAN,-,-,33020,0433 7758O8,349 0057743 - 349 0057743,O433 775463,info@hotelenzomoro.com,http://www.hotelenzomoro.com,58,146,58,"01.I - 30.IV, 16.VI - 11.IX, 01.XII - 31.XII",NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,Non censito,SI,SI,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,NO,0,0,NO,NO,SI,SI,NO,NO,NO,NO,SI,-,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
35121,Alberghi,UDINE,VERZEGNIS,3 Stelle ***,Casa principale,AL FOGOLAR,-,CHIAULIS,"VIA UDINE, 15",33020,0433 41025,-,0433 467347,info@alfogolar.it,http://www.alfogolar.it,10,20,20,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,NO,SI,SI,SI,NO,NO,NO,NO,NO,SISTEMA WIRELESS,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
35220,Alberghi,PORDENONE,MONTEREALE VALCELLINA,3 Stelle ***,Casa principale,GRIZZINO,-,GRIZZO,"VIALE STAZIONE, 26",33086,0427 799682,3351291390,0427 797570,info@grizzino.com,http://www.grizzino.com,9,18,9,01.I - 31.XII,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,SI,NO,NO,SI,SI,NO,NO,SI,NO,SI,NO,NO,0,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,RUSSO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
35240,Alberghi,PORDENONE,CORDOVADO,3 Stelle ***,Casa principale,CA' MALVANI,CORDOVADO,-,"PIAZZA CECCHINI, 8",33073,0434 690517,-,0434 68149,info@camalvani.it,http://www.camalvani.it,13,25,12,01.I - 31.XII,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,SI,NO,SI,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
35381,Alberghi,UDINE,ARTEGNA,2 Stelle **,Casa principale,AL CASTELLO,-,-,"VIA SOTTOCASTELLO, 26",33011,0432 987499,-,0432 987499,alcastello@albergotrattoriaalcastello.com,http://www.albergotrattoriaalcastello.com,7,15,7,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,SI,NO,NO,NO,SI,SI,NO,NO,SI,NO,NO,NO,0,0,SI,SI,SI,SI,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
35520,Alberghi,PORDENONE,PORDENONE,3 Stelle ***,Casa principale,RESIDENCE ITALIA,-,-,"PIAZZA COSTANTINI, 6",33170,0434 27821,-,0434 522035,info@hotelresidenceitalia.com,http://www.hotelresidenceitalia.com,50,99,44,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,NO,SI,10,100,SI,SI,SI,SI,SI,NO,NO,NO,NO,terrazza solarium,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,"ucraino, russo, moldavo, argentino e rumeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
35660,Alberghi,PORDENONE,BUDOIA,3 Stelle ***,Casa principale,CA' DEL BOSCO,-,-,"VIA BIANCO, 34",33070,0434 670056,-,0434 670336,mail@cadelbosco.info,http://www.cadelbosco.info,25,45,25,01.I - 31.XII,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,SI,SI,NO,NO,SI,NO,NO,NO,SI,SI,SI,NO,0,0,SI,SI,SI,SI,NO,SI,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
35740,Alberghi,UDINE,PAVIA DI UDINE,3 Stelle ***,Casa principale,CASA ORTER,-,RISANO,"VIA DELLA STAZIONE, 11",33050,0432 564773,-,0432 564856,info@casaorter.it,http://www.casaorter.it,12,22,14,01.I - 31.XII,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,SI,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,SI,0,40,SI,NO,SI,SI,NO,NO,NO,SI,NO,ogni camera è dotata di collegamento internet,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
36281,Residenze turistico-alberghiere,GORIZIA,GRADO,3 Stelle ***,Casa principale,SANREMO APARTHOTEL,-,-,"VIALE ITALIA, 5",34073,0431 876318,-,0431 876318,info@hotelsanremogrado.it,http://www.hotelsanremogrado.it,20,54,20,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,SI,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,NO,SI,NO,SI,NO,NO,NO,NO,-,SI,NO,SI,SI,SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,NO,SI,SI,RUMENO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
37120,Residenze turistico-alberghiere,PORDENONE,FONTANAFREDDA,2 Stelle **,Casa principale,HOTEL RESIDENCE SOLE,-,-,"VIA EUROPA UNITA, 63",33074,0434 565862,339 7335930,0434 568673,info@hotelresidencesole.it,http://www.hotelresidencesole.it,25,50,23,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,SI,NO,NO,SI,SI,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
37141,Alberghi,GORIZIA,GORIZIA,4 Stelle ****,Casa principale,BEST WESTERN GORIZIA PALACE HOTEL,-,-,"CORSO ITALIA, 63",34170,0481 82166,-,0481 31658,info@goriziapalace.com,http://www.goriziapalace.com,69,132,69,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,NO,SI,SI,12,80,SI,SI,SI,SI,NO,NO,NO,SI,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,"SLOVENO, SERBO, CROATO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,connessione WI -Fi in 69 camere più locali comuni,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
37260,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,LA PERGOLA,SABBIADORO,-,"VIA LATISANA, 185",33054,0431 71355,347 5447340,0431 720845,lapergola@lapergolalignano.it,http://www.lapergolalignano.it,28,100,28,12.V - 23.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,SI,NO,wifi negli spazi comuni,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,NO,NO,SI,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
37802,Alberghi,UDINE,TAVAGNACCO,3 Stelle ***,Casa principale,MEDITUR HOTEL UDINE NORD,-,-,"VIA ALPE ADRIA, 10",33010,0432 579600,-,0432 4952281,info@hoteudinenord.it,http://www.hoteludinenord.it/,120,240,120,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,NO,0,0,SI,SI,SI,SI,SI,NO,NO,SI,SI,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,NO,SI,-
38040,Alberghi,UDINE,SAN GIORGIO DI NOGARO,3 Stelle ***,Casa principale,SAN GIORGIO HOTEL,SAN GIORGIO DI NOGARO,-,"VIA MARITTIMA, 69/A",33058,0431 66024,-,0431 621932,info@sangiorgiohotel.eu,http://www.sangiorgiohotel.eu,45,93,45,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,SI,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,SI,NO,accessibilità diversamente abili,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO,SI,RUSSO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
38220,Alberghi,TRIESTE,DUINO-AURISINA,3 Stelle ***,Casa principale,HOTEL EDEN,-,SISTIANA,"SISTIANA, 42/A",34011,040 2907042,-,040 2908253,info@edensistiana.it,http://www.edensistiana.it,15,28,15,01.I - 31.XII,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,SLOVENO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
38361,Alberghi,TRIESTE,TRIESTE,4 Stelle ****,Casa principale,LE CORDERIE,TRIESTE,-,"VIA DI CALVOLA, 43",34100,040 3229277,-,040 3225340,info@lecorderiehotel.it,http://www.lecorderiehotel.it,15,24,16,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,SI,NO,NO,NO,SI,NO,NO,SI,SI,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,TURCO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
